year,coo_name,coo,coo_iso,coa_name,coa,coa_iso,refugees,asylum_seekers,returned_refugees,idps,returned_idps,stateless,ooc,oip,hst
2019,Afghanistan,AFG,AFG,Afghanistan,AFG,AFG,0,0,0,2553390,0,0,447093,,0
2019,Benin,BEN,BEN,Afghanistan,AFG,AFG,0,5,0,0,0,0,0,,0
2019,Iran (Islamic Rep. of),IRN,IRN,Afghanistan,AFG,AFG,36,25,0,0,0,0,0,,0
2019,Pakistan,PAK,PAK,Afghanistan,AFG,AFG,72191,138,0,0,0,0,0,,0
2019,Türkiye,TUR,TUR,Afghanistan,AFG,AFG,0,79,0,0,0,0,0,,0
2019,Algeria,ALG,DZA,Albania,ALB,ALB,0,0,0,0,0,0,11,,0
2019,Egypt,ARE,EGY,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2019,China,CHI,CHN,Albania,ALB,ALB,12,0,0,0,0,0,0,,0
2019,Palestinian,GAZ,PSE,Albania,ALB,ALB,7,5,0,0,0,0,10,,0
2019,Iraq,IRQ,IRQ,Albania,ALB,ALB,8,0,0,0,0,0,22,,0
2019,Morocco,MOR,MAR,Albania,ALB,ALB,0,0,0,0,0,0,73,,0
2019,Serbia and Kosovo: S/RES/1244 (1999),SRB,SRB,Albania,ALB,ALB,65,0,0,0,0,0,0,,0
2019,Syrian Arab Rep.,SYR,SYR,Albania,ALB,ALB,13,0,0,0,0,0,29,,0
2019,Türkiye,TUR,TUR,Albania,ALB,ALB,0,0,0,0,0,0,8,,0
2019,Uzbekistan,UZB,UZB,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2019,Venezuela (Bolivarian Republic of),VEN,VEN,Albania,ALB,ALB,5,0,0,0,0,0,0,,0
2019,Stateless,STA,XXA,Albania,ALB,ALB,0,0,0,0,0,3687,0,,0
2019,Benin,BEN,BEN,Algeria,ALG,DZA,0,15,0,0,0,0,0,,0
2019,Burkina Faso,BKF,BFA,Algeria,ALG,DZA,0,13,0,0,0,0,0,,0
2019,Central African Rep.,CAR,CAF,Algeria,ALG,DZA,67,29,0,0,0,0,0,,0
2019,Chad,CHD,TCD,Algeria,ALG,DZA,0,18,0,0,0,0,0,,0
2019,Cameroon,CMR,CMR,Algeria,ALG,DZA,72,285,0,0,0,0,0,,0
2019,Congo,COB,COG,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0
2019,Dem. Rep. of the Congo,COD,COD,Algeria,ALG,DZA,59,104,0,0,0,0,0,,0
2019,Eritrea,ERT,ERI,Algeria,ALG,DZA,0,6,0,0,0,0,0,,0
2019,Palestinian,GAZ,PSE,Algeria,ALG,DZA,173,0,0,0,0,0,0,,0
2019,Ghana,GHA,GHA,Algeria,ALG,DZA,0,5,0,0,0,0,0,,0
2019,Guinea,GUI,GIN,Algeria,ALG,DZA,28,227,0,0,0,0,0,,0
2019,Cote d'Ivoire,ICO,CIV,Algeria,ALG,DZA,63,162,0,0,0,0,0,,0
2019,Iraq,IRQ,IRQ,Algeria,ALG,DZA,12,5,0,0,0,0,0,,0
2019,Liberia,LBR,LBR,Algeria,ALG,DZA,0,36,0,0,0,0,0,,0
2019,Libya,LBY,LBY,Algeria,ALG,DZA,19,16,0,0,0,0,0,,0
2019,Mali,MLI,MLI,Algeria,ALG,DZA,74,356,45,0,0,0,0,,0
2019,Niger,NGR,NER,Algeria,ALG,DZA,5,92,0,0,0,0,0,,0
2019,Nigeria,NIG,NGA,Algeria,ALG,DZA,5,196,0,0,0,0,0,,0
2019,Senegal,SEN,SEN,Algeria,ALG,DZA,0,9,0,0,0,0,0,,0
2019,Sierra Leone,SLE,SLE,Algeria,ALG,DZA,0,15,0,0,0,0,0,,0
2019,Sudan,SUD,SDN,Algeria,ALG,DZA,8,26,0,0,0,0,0,,0
2019,Syrian Arab Rep.,SYR,SYR,Algeria,ALG,DZA,7757,0,0,0,0,0,0,,0
2019,Togo,TOG,TGO,Algeria,ALG,DZA,0,14,0,0,0,0,0,,0
2019,Türkiye,TUR,TUR,Algeria,ALG,DZA,0,13,0,0,0,0,0,,0
2019,Western Sahara,WSH,ESH,Algeria,ALG,DZA,90000,0,0,0,0,0,0,,0
2019,Yemen,YEM,YEM,Algeria,ALG,DZA,257,0,0,0,0,0,0,,0
